timestep,reward
192,0.24325
2112,0.2619
4032,0.3178
5952,0.3246
7872,0.36085
9792,0.30165
11712,0.32405
13632,0.3162
15552,0.33745
17472,0.3101
19392,0.27215
21312,0.277
23232,0.3098
25152,0.37015
27072,0.29765
28992,0.31665
30912,0.23285
32832,0.20635
34752,0.21105
36672,0.31125
38592,0.26135
40512,0.30805
42432,0.33935
44352,0.3224
46272,0.28665
48192,0.3466
50112,0.28305
52032,0.32395
53952,0.32675
55872,0.40975
